"ES_ID","study_ID","year","title","journal","species","strain","F0_sex_exercise","age_manipulation_d","age_mating_d","n_con_parent","n_exp_parent","parent_housing","temperature","photoperiod","manipulation_type","manipulation_mode","manipulatoion_intensity","manipulation_duration","manipulation_window","litter_size_con","litter_size_exp","litter_housing","F1_sex_test","comparison","data_source","tissue_measure","response_age_PND","response_age_life_phase","response_test","response_type","measure","unit_measure","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","biological_direction","multi_use_con","cohort_ID","shared_ID","measure_comments","notes","exp_sd","con_sd","RR","VRR","CVR","VCVR","exerciselnCV","controllnCV","exerciseVlnCV","controlVlnCV","grouped_traits"
"29","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.3C.png","hippocampus",4,"early postnatal","Western blot","BDNF","BDNF","%control",138.9162561,19.21182266,7,100.4926108,10.34482759,7,1,"no","Cohort_047","Shared_043","n of F1 assumed; n=4-6","different tissues and different ages of F1",50.8297049906354,27.3698411589796,0.323787077051553,0.0297231873383788,0.295252130982876,0.196389854005045,-1.54109622457214,-1.21730914752059,0.0496785124115135,0.0394275334772926,"genes"
"30","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.7A.png","cortex",60,"adolescence","Western blot","BDNF","BDNF","%control",105.6701031,14.17525773,7,100.5154639,14.17525773,7,1,"no","Cohort_048","Shared_044","n of F1 assumed; n=4-6","different tissues and different ages of F1",37.504206723826,37.504206723826,0.050010420817313,0.0378834723487199,-0.050010420817313,0.204550139015387,-0.952535566811367,-0.902525145994054,0.0307133698022348,0.0285548818610788,"genes"
"31","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.7B.png","hippocampus",60,"adolescence","Western blot","BDNF","BDNF","%control",113,23,7,101,19,7,1,"no","Cohort_048","Shared_044","n of F1 assumed; n=4-6","different tissues and different ages of F1",60.8522801544856,50.2692749102272,0.112267301871081,0.0768171469340637,0.078787934891628,0.24348381360073,-0.72666043168491,-0.614393129813829,0.0230944792399387,0.0191216390298219,"genes"
"32","Uysal_2011",2011,"Materl exercise decreases materl deprivation induced anxiety of pups and correlates to increased prefrontal cortex BDNF and VEGF","Neuroscience letters","rats","Wistar","female",NA,NA,8,8,NA,"22","12","treadmill-running","forced","6.7m/min; 23min/day",26,"pregnancy",NA,NA,"with dam","female","CF(con)-EF(exp)","fig.3B.png","pre-frontal cortex",24,"adolescence","ELISA","BDNF","BDNF","pg/ml",570.0598802,28.74251497,8,771.2574851,71.85628743,8,1,"no","Cohort_051","Shared_047","different F1 sex",NA,81.2961089745714,203.240272450571,-0.3022808720331,0.011222414018363,-0.614009859910638,0.154079556875506,-0.959923949604002,-1.2622048216371,0.025885897081578,0.0344398697407677,"genes"
"33","Uysal_2011",2011,"Materl exercise decreases materl deprivation induced anxiety of pups and correlates to increased prefrontal cortex BDNF and VEGF","Neuroscience letters","rats","Wistar","female",NA,NA,8,8,NA,"22","12","treadmill-running","forced","6.7m/min; 23min/day",26,"pregnancy",NA,NA,"with dam","male","CF(con)-EF(exp)","fig.3B.png","pre-frontal cortex",24,"adolescence","ELISA","BDNF","BDNF","pg/ml",474.251497,9.580838323,8,546.1077845,33.53293413,8,1,"no","Cohort_052","Shared_048","different F1 sex",NA,27.098702990581,94.8454604656193,-0.141078598398628,0.00417851250838613,-1.11168437008183,0.147035655365529,-1.53806035884995,-1.67913895724857,0.0419685718193809,0.0451002047205964,"genes"
"34","Venezia_2015",2015,"Lifelong parental voluntary wheel running increases offspring hippocampal Pgc-1¦Á mR expression but not mitochondrial content or Bdnf expression","NeuroReport","mice","C57BL/6","male",56,NA,20,20,"single",NA,NA,"wheel-running","voluntary",NA,84,"pre-conception","6","6","grouped","male","exercise(exp)-sedentary(con)","fig.2a.png","hippocampus",56,"adolescence","RT-PCR","BDNF","BDNF","%control",0.97752809,0.033707865,10,1.011235955,0.04494382,8,1,"no","Cohort_051","Shared_047","different F1 ages",NA,0.106593628461472,0.12712031957771,-0.0339015515051834,0.00316436925237049,-0.158081761162509,0.130148496236497,-1.96846442038115,-2.00236597188633,0.0511353014007408,0.0516181127519373,"genes"
"35","Venezia_2015",2015,"Lifelong parental voluntary wheel running increases offspring hippocampal Pgc-1¦Á mR expression but not mitochondrial content or Bdnf expression","NeuroReport","mice","C57BL/6","male",56,NA,20,20,"single",NA,NA,"wheel-running","voluntary",NA,84,"pre-conception","6","6","grouped","male","exercise(exp)-sedentary(con)","fig.4a.png","hippocampus",196,"adulthood","RT-PCR","BDNF","BDNF","%control",1.091954023,0.103448276,9,1.045977011,0.114942529,10,1,"no","Cohort_052","Shared_048","different F1 ages",NA,0.310344828,0.363480191659956,0.0430173855667446,0.0210509055944437,-0.194113715575706,0.139106461149999,-1.04444369426444,-1.0014263086977,0.0213930172268065,0.0201261257981755,"genes"
"36","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.4A.png","CA1",27,"adolescence","immunohistochemistry","BDNF","BDNF","O.D.",25.39877301,4.233128834,4,13.43558282,2.944785276,4,1,"no","Cohort_054","Shared_049","different test methods",NA,8.466257668,5.889570552,0.636794244316239,0.0758168094904351,-0.273888750685928,0.409150142823768,-1.29485111586799,-0.658056871551747,0.093796405489667,0.0505934876077789,"genes"
"37","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.4A.png","CA2",27,"adolescence","immunohistochemistry","BDNF","BDNF","O.D.",25.21472392,2.944785276,4,15.82822086,1.472392638,4,1,"no","Cohort_054","Shared_050","different test methods",NA,5.889570552,2.944785276,0.465633629251808,0.0222928380880215,0.227513551308137,0.355626171421355,-1.98072553669364,-1.51509190744183,0.126605126737491,0.105667717295481,"genes"
"38","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.4A.png","CA3",27,"adolescence","immunohistochemistry","BDNF","BDNF","O.D.",23.74233129,2.208588957,4,17.85276073,2.024539877,4,1,"no","Cohort_054","Shared_048","different test methods",NA,4.417177914,4.049079754,0.285101426275136,0.0215133537588132,-0.198090049162021,0.354846687092147,-1.60210328455494,-1.31700185827981,0.110457799600732,0.0946155440026394,"genes"
"39","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.4A.png","DG",27,"adolescence","immunohistochemistry","BDNF","BDNF","O.D.",33.12883435,3.128834356,4,23.74233129,1.840490798,4,1,"no","Cohort_054","Shared_049","different test methods",NA,6.257668712,3.680981596,0.333144446282845,0.0149290073442111,0.197483804587561,0.348262340677544,-2.03055791024696,-1.69741346396411,0.128394862419998,0.11463235799476,"genes"
"40","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.5A.png","hippocampus",27,"adolescence","RT-PCR","BDNF","BDNF","%control",142.1052632,6.766917293,4,99.2481203,0.751879699,4,1,"no","Cohort_054","Shared_050","different test methods",NA,13.533834586,1.503759398,0.358945092777144,0.00232496579745481,1.83827948485463,0.335658299130788,-4.38193316845933,-4.02298807568218,0.162755782931337,0.161051619668218,"genes"
"41","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.5B.png","hippocampus",27,"adolescence","RT-PCR","BDNF","BDNF","%control",1.425,0.1725,4,1.05,0.06,4,1,"no","Cohort_054","Shared_048","different test methods",NA,0.345,0.12,0.305381649551182,0.0179190457346373,0.750671024698132,0.351252379067971,-2.30776868325404,-2.00238703370286,0.13709433956898,0.127145574982971,"genes"
"42","Fragoso_2019",2019,"Materl physical activity-induced adaptive transcriptiol response in brain and placenta of mothers and rat offspring","Jourl of Developmental
Origins of Health and Disease","rats","Wistar","female",90,118,6,4,"single","22","12","wheel-running","voluntary",NA,49,"pre-conception to pregnancy",NA,NA,NA,"male","ictive(con)-active(exp)","fig.5c.png","placenta",0,"prenantal","RT-PCR","BDNF","BDNF","%actin",0.451612904,0.088709677,4,0.620967741,0.032258065,6,1,"yes","Cohort_057","Shared_053","shared control; two levels of exercise",NA,0.177419354,0.079015799339533,-0.318453727897755,0.0412827833666712,1.19398873246155,0.307949450033338,-1.64317758171552,-1.96163130961327,0.0639129714189658,0.0725693258479754,"genes"
"43","Fragoso_2019",2019,"Materl physical activity-induced adaptive transcriptiol response in brain and placenta of mothers and rat offspring","Jourl of Developmental
Origins of Health and Disease","rats","Wistar","female",90,118,6,5,"single","22","12","wheel-running","voluntary",NA,49,"pre-conception to pregnancy",NA,NA,NA,"male","ictive(con)-very active(exp)","fig.5c.png","placenta",0,"prenantal","RT-PCR","BDNF","BDNF","%actin",0.798387097,0.056451613,5,0.620967741,0.032258065,6,1,"yes","Cohort_058","Shared_053","shared control; two levels of exercise",NA,0.126229644107511,0.079015799339533,0.251314430070228,0.00769809005257416,0.242140566182504,0.232698090052574,-2.2129457396835,-1.96163130961327,0.0783336188810849,0.0725693258479754,"genes"
"44","Fragoso_2019",2019,"Materl physical activity-induced adaptive transcriptiol response in brain and placenta of mothers and rat offspring","Jourl of Developmental
Origins of Health and Disease","rats","Wistar","female",90,118,6,4,"single","22","12","wheel-running","voluntary",NA,49,"pre-conception to pregnancy",NA,NA,NA,"male","ictive(con)-active(exp)","fig.5c.png","whole brain",0,"prenantal","RT-PCR","BDNF","BDNF","%actin",0.945783133,0.048192771,8,1,0.024096386,12,1,"yes","Cohort_057","Shared_053","shared control; two levels of exercise",NA,0.136309740713082,0.0834723296615828,-0.0557419825114198,0.00317709002380311,0.572130614241309,0.12006020690692,-2.38204355537669,-2.43778553788811,0.0361985555366735,0.0366128152760397,"genes"
"45","Fragoso_2019",2019,"Materl physical activity-induced adaptive transcriptiol response in brain and placenta of mothers and rat offspring","Jourl of Developmental
Origins of Health and Disease","rats","Wistar","female",90,118,6,5,"single","22","12","wheel-running","voluntary",NA,49,"pre-conception to pregnancy",NA,NA,NA,"male","ictive(con)-very active(exp)","fig.5c.png","whole brain",0,"prenantal","RT-PCR","BDNF","BDNF","%actin",1.096385542,0.048192771,10,1,0.024096386,12,1,"yes","Cohort_058","Shared_053","shared control; two levels of exercise",NA,0.152398923114911,0.0834723296615828,0.0920188985664059,0.0025127696123587,0.520068492947573,0.10352287062246,-2.52980443645451,-2.43778553788811,0.0373930665609478,0.0366128152760397,"genes"
"46","Klein_2019",2019,"Physical Exercise During Pregncy Prevents Cognitive Impairment Induced by Amyloid-¦Â in Adult Offspring Rats","Molecular Neurobiology","rats","Wistar","female",NA,NA,27,27,NA,"22","12","swimming","forced","30min",35,"pre-conception to pregnancy",NA,NA,"grouped","male","sedentary vehicle(con)-materl exercise(exp)","fig.4.png","prefrontal_cortex",96,"adulthood","ELISA","BDNF","BDNF","pg/mg",42.56756757,2.702702703,8,42.56756756,2.027027027,8,1,"no","Cohort_059","Shared_054","different tissues",NA,7.64439763529005,5.73329822576043,2.34920749492435e-10,0.00629881582379729,0.287682072340194,0.14915595868094,-1.93337309552541,-1.93337309529049,0.050488733858317,0.0503542514714871,"genes"
"47","Klein_2019",2019,"Physical Exercise During Pregncy Prevents Cognitive Impairment Induced by Amyloid-¦Â in Adult Offspring Rats","Molecular Neurobiology","rats","Wistar","female",NA,NA,27,27,NA,"22","12","swimming","forced","30min",35,"pre-conception to pregnancy",NA,NA,"grouped","male","sedentary vehicle(con)-materl exercise(exp)","fig.4.png","hippocampus",96,"adulthood","ELISA","BDNF","BDNF","pg/mg",97.972973,5.405405405,8,103.3783784,5.405405405,8,1,"no","Cohort_059","Shared_054","different tissues",NA,15.2887952677517,15.2887952677517,-0.0537041789051494,0.00577798644003348,0.0537041789051493,0.148635129297176,-1.78614285882311,-1.83984703772826,0.0475839798315152,0.0485322480380378,"genes"
"48","Spindler_2018",2019,"Paterl physical exercise modulates global D methylation status in the hippocampus of male rat offspring","Neural Regeneration Research","rats","Wistar","male",60,NA,5,5,"groupded","20","12","treadmill-running","forced","5.2m/min; 28min/day",22,"pre-conception",NA,NA,NA,"male","SED(con)-EXE(exp)","fig.4.png","hippocampus",53,"adolescence","ELISA","BDNF","BDNF","pg/mg",0.24,0.017142857,8,0.221428572,0.031428571,8,1,"no","Cohort_061","Shared_056","n of F1 assumed; n=4-5",NA,0.0484873217344451,0.0888934227084115,0.0805388599033671,0.0252477216595729,-0.686674658170652,0.168104864516716,-0.921772197412817,-0.84123333750945,0.0247567169220421,0.0220003511214989,"genes"
"49","Mega_2018",2018,"Paterl physical exercise demethylates the hippocampal D of male pups without modifying the cognitive and physical development","Behavioural Brain Research","rats","Wistar","male",NA,NA,10,9,"grouped","20","12","treadmill-running","forced","6.55m/min;20min/day",56,"pre-conception",NA,NA,NA,"male","SED(con)-EXE(exp)","table2","hippocampus",54,"adolescence","ELISA","BDNF","BDNF","pg/mg",0.035,0.0012,8,0.045,9e-04,8,1,"no","Cohort_066","Shared_061","different tissues",NA,0.00339411254969543,0.00254558441227157,-0.251314428280906,0.00157551020408163,0.538996500732687,0.144432653061224,-2.54955923487875,-2.80087366315966,0.059557793833801,0.062024976095514,"genes"
"50","Mega_2018",2018,"Paterl physical exercise demethylates the hippocampal D of male pups without modifying the cognitive and physical development","Behavioural Brain Research","rats","Wistar","male",NA,NA,10,9,"grouped","20","12","treadmill-running","forced","6.55m/min;20min/day",56,"pre-conception",NA,NA,NA,"male","SED(con)-EXE(exp)","table2","cortex",54,"adolescence","ELISA","BDNF","BDNF","pg/mg",0.028,1e-04,8,0.029,5e-05,8,1,"no","Cohort_066","Shared_061","different tissues",NA,0.000282842712474619,0.00014142135623731,-0.0350913198112702,1.57277536460482e-05,0.728238500371215,0.142872870610789,-5.21678744146071,-5.25187876127198,0.0705614822815423,0.0705864065514648,"genes"
"51","Segabizi_2019",2019,"Effects of Materl Physical Exercise on Global D Methylation and Hippocampal Plasticity of Rat Male Offspring","Neuroscience","rats","Wistar","female",60,NA,7,8,"grouped","20","12","treadmill-running","forced","20min",22,"pre-conception","7","7","with dam","male","SS(con)-ES(exp)","fig.3B.png","hippocampus",53,"adolescence","ELISA","BDNF","BDNF","pg/mg",0.211570248,0.031404959,9,0.221487603,0.029752066,9,1,"yes","Cohort_075","Shared_070","shared control; three levels of exercise","n of F1 assumed; n= 9-10",0.094214877,0.089256198,-0.0458095343381973,0.0400777995733431,0.0998767697605197,0.165077799573343,-0.800546221556732,-0.846355755894929,0.0181673424478055,0.0189517097387024,"genes"
"52","Segabizi_2019",2019,"Effects of Materl Physical Exercise on Global D Methylation and Hippocampal Plasticity of Rat Male Offspring","Neuroscience","rats","Wistar","female",60,NA,7,8,"grouped","20","12","treadmill-running","forced","20min",22,"pregnancy","7","7","with dam","male","SS(con)-SE(exp)","fig.3B.png","hippocampus",53,"adolescence","ELISA","BDNF","BDNF","pg/mg",0.218181818,0.028099174,9,0.221487603,0.029752066,9,1,"yes","Cohort_076","Shared_071","shared control; three levels of exercise","n of F1 assumed; n= 9-10",0.084297522,0.089256198,-0.0150378768172769,0.0346304260057783,-0.0421205172514301,0.159630426005778,-0.831317879077652,-0.846355755894929,0.0189296612479665,0.0189517097387024,"genes"
"53","Segabizi_2019",2019,"Effects of Materl Physical Exercise on Global D Methylation and Hippocampal Plasticity of Rat Male Offspring","Neuroscience","rats","Wistar","female",60,NA,7,8,"grouped","20","12","treadmill-running","forced","20min",22,"pre-conception to pregnancy","7","7","with dam","male","SS(con)-EE(exp)","fig.3B.png","hippocampus",53,"adolescence","ELISA","BDNF","BDNF","pg/mg",0.247933885,0.021487603,9,0.221487603,0.029752066,9,1,"yes","Cohort_077","Shared_072","shared control; three levels of exercise","n of F1 assumed; n= 9-10",0.064462809,0.089256198,0.112795498359275,0.025555218583364,-0.438217909135783,0.150555218583364,-0.959151254254204,-0.846355755894929,0.0221944656415611,0.0189517097387024,"genes"
"54","Haydari_2016",2016,"Effects of voluntary exercise on the viability, proliferation and BDNF levels of bone marrow stromal cells in rat pups born from morphine- dependent mothers during pregncy","Neuroscience Letters","rats","Wistar","female",NA,NA,NA,NA,"single","22-24","12","wheel-running","voluntary","100g",21,"pregnancy",NA,NA,NA,"male","Sal/Sed(con)-Sla/Exc(exp)","fig.4A.png","stem cell",21,"early postnatal","ELISA","BDNF","BDNF","pg/ml",26.25,0.357142857,5,23.92857143,0.357142857,5,1,"no","Cohort_092","Shared_083",NA,NA,0.798595705930487,0.798595705930487,0.0925927867681234,0.000407874819674205,-0.0925927867681233,0.250407874819674,-3.36756645040174,-3.27497366363362,0.116413531090478,0.115544455123569,"genes"
"55","Marcelino_2016",2016,"Behavioral benefits of materl swimming are counteracted by neotal hypoxia-ischemia in the offspring","Behavioural Brain Research","rats","Wistar","female",NA,15,15,NA,NA,"22","12","swimming","forced","30min/day",28,"pre-conception to pregnancy","43","43","grouped","male","control(con)-ME(exp)","fig.4A.png","cerebellum_contralateral",63,"adolescence","ELISA","BDNF","BDNF","pg/mg",43.22580645,3.225806452,6,44.19354838,3.548387097,6,1,"no","Cohort_094","Shared_085","different tissues",NA,7.9015798163778,8.69173779752568,-0.0221411257539431,0.0120159696600334,-0.0731690539940181,0.212015969660033,-1.50406479243756,-1.52620591819151,0.0594020033609745,0.0598783791322824,"genes"
"56","Marcelino_2016",2016,"Behavioral benefits of materl swimming are counteracted by neotal hypoxia-ischemia in the offspring","Behavioural Brain Research","rats","Wistar","female",NA,15,15,NA,NA,"22","12","swimming","forced","30min/day",28,"pre-conception to pregnancy","43","43","grouped","male","control(con)-ME(exp)","fig.4A.png","cerebellum_contralateral",63,"adolescence","ELISA","BDNF","BDNF","pg/mg",30.32258064,2.903225806,6,36.12903226,2.580645161,6,1,"no","Cohort_094","Shared_085","different tissues",NA,7.11142183278042,6.32126385163254,-0.175204089248875,0.0142690847261727,0.292987124862203,0.214269084726173,-1.46797350591843,-1.6431775951673,0.0581667589068447,0.0636742892846613,"genes"
"57","Marcelino_2016",2016,"Behavioral benefits of materl swimming are counteracted by neotal hypoxia-ischemia in the offspring","Behavioural Brain Research","rats","Wistar","female",NA,15,15,NA,NA,"22","12","swimming","forced","30min/day",28,"pre-conception to pregnancy","43","43","grouped","male","control(con)-ME(exp)","fig.4B.png","parietal_cortex_contralateral",63,"adolescence","ELISA","BDNF","BDNF","pg/mg",30.61224489,2.040816327,6,25.91836734,2.857142857,6,1,"no","Cohort_094","Shared_085","different tissues",NA,4.99895865989094,6.99854212188772,0.166448207645381,0.01659646875814,-0.502920443986594,0.21659646875814,-1.37569822965697,-1.20925002201159,0.0548907276288156,0.0482162817661074,"genes"
"58","Marcelino_2016",2016,"Behavioral benefits of materl swimming are counteracted by neotal hypoxia-ischemia in the offspring","Behavioural Brain Research","rats","Wistar","female",NA,15,15,NA,NA,"22","12","swimming","forced","30min/day",28,"pre-conception to pregnancy","43","43","grouped","male","control(con)-ME(exp)","fig.4B.png","parietal_cortex_lpsilateral",63,"adolescence","ELISA","BDNF","BDNF","pg/mg",32.24489796,2.448979592,6,24.48979592,3.87755102,6,1,"no","Cohort_094","Shared_085","different tissues",NA,5.99875039088933,9.49802145060845,0.275103290203571,0.0308377507974612,-0.734635619410081,0.230837750797461,-1.12227631937708,-0.847173029173508,0.0451172011216408,0.0332379285449271,"genes"
"59","Marcelino_2016",2016,"Behavioral benefits of materl swimming are counteracted by neotal hypoxia-ischemia in the offspring","Behavioural Brain Research","rats","Wistar","female",NA,15,15,NA,NA,"22","12","swimming","forced","30min/day",28,"pre-conception to pregnancy","43","43","grouped","male","control(con)-ME(exp)","fig.4C.png","hippocampus_contralateral",63,"adolescence","ELISA","BDNF","BDNF","pg/mg",35,5.25,6,37.25,2.75,6,1,"no","Cohort_094","Shared_085","different tissues",NA,12.8598211496117,6.73609679265374,-0.0623038833361549,0.0279502049457232,0.708931048261207,0.227950204945723,-1.54786741519691,-1.61017129853306,0.0608654935034818,0.0626322604042802,"genes"
"60","Marcelino_2016",2016,"Behavioral benefits of materl swimming are counteracted by neotal hypoxia-ischemia in the offspring","Behavioural Brain Research","rats","Wistar","female",NA,15,15,NA,NA,"22","12","swimming","forced","30min/day",28,"pre-conception to pregnancy","43","43","grouped","male","control(con)-ME(exp)","fig.4C.png","hippocampus_lpsilateral",63,"adolescence","ELISA","BDNF","BDNF","pg/mg",35.5,3,6,36,3.75,6,1,"no","Cohort_094","Shared_085","different tissues",NA,7.34846922834953,9.18558653543692,-0.0139862419747398,0.0179921346348828,-0.20915730933947,0.217992134634883,-1.25189712188502,-1.26588336385976,0.050245088417295,0.050435223453204,"genes"
